timestamp,device_id,x,y,rssi
2025-05-17T11:55:03.471297,1A:2B:3C:4D:5E:6F,67.24,53.34,-56.3111588685491
2025-05-17T11:55:12.222316,1A:2B:3C:4D:5E:6F,67.24,33.34,-53.92374012379
2025-05-17T11:55:30.563017,E7:D6:C5:B4:A3:92,-26.19,76.53,-59.68341242282493
2025-05-17T11:55:47.371577,E7:D6:C5:B4:A3:92,-26.56,37.08,-56.50718036652046
2025-05-17T11:55:59.428441,E7:D6:C5:B4:A3:92,-26.7,15,-55.51823668549078
2025-05-17T11:56:26.637344,E7:D6:C5:B4:A3:92,-26.32,15,-55.22912671733188
2025-05-17T12:27:59.813873,1A:2B:3C:4D:5E:6F,67.24,24,-53.046946037640936
2025-05-17T12:30:16.552693,1A:2B:3C:4D:5E:6F,67.24,14,-52.08909208826877
2025-05-17T12:53:32.911320,E7:D6:C5:B4:A3:92,-26.32,25,-55.824403418938175
2025-05-17T12:53:36.389854,E7:D6:C5:B4:A3:92,-26.32,25,-55.72246366525003
2025-05-17T12:54:05.272673,E7:D6:C5:B4:A3:92,-26.32,15,-55.345572505615294
2025-05-17T12:56:34.569048,E7:D6:C5:B4:A3:92,-26.32,15.5,-55.20173580497267
2025-05-17T12:56:36.476294,E7:D6:C5:B4:A3:92,-26.32,15.5,-55.38247392975424
2025-05-17T12:56:36.909897,E7:D6:C5:B4:A3:92,-26.32,15.5,-55.332564668783874
2025-05-17T12:56:37.104803,E7:D6:C5:B4:A3:92,-26.32,15.5,-55.38900193105502
2025-05-17T12:56:45.656543,E7:D6:C5:B4:A3:92,-26.32,15.5,-55.409310241670525
2025-05-17T13:09:07.577704,E7:D6:C5:B4:A3:92,-26.32,15.55,-55.33232205446804
2025-05-17T13:09:18.095394,E7:D6:C5:B4:A3:92,-26.32,55.55,-57.921881694500115
2025-05-17T13:17:54.057653,1A:2B:3C:4D:5E:6F,67.24,24,-52.99529845349019
2025-05-17T13:19:02.454862,1A:2B:3C:4D:5E:6F,67.24,34,-54.04395053563594
2025-05-17T13:19:14.942206,A4:83:E7:42:DF:99,-23,8.19,-54.73016992606951
2025-05-17T13:19:37.509429,E7:D6:C5:B4:A3:92,-26.32,44,-57.182028969194675
2025-05-17T13:19:54.164612,E7:D6:C5:B4:A3:92,-26.39,44,-57.08852256920565
2025-05-17T13:20:18.780117,E7:D6:C5:B4:A3:92,-26.39,44,-57.06715416827237
2025-05-17T13:20:25.180964,E7:D6:C5:B4:A3:92,-26.39,30,-55.93359060269728
2025-05-17T13:20:31.880869,E7:D6:C5:B4:A3:92,-26.39,50,-57.595425296261794
2025-05-17T13:32:51.482038,E7:D6:C5:B4:A3:92,-26.39,21.3,-55.65711164585626
2025-05-17T13:34:46.429419,1A:2B:3C:4D:5E:6F,67.24,34.7,-54.03847468764259
2025-05-17T13:34:56.028913,1A:2B:3C:4D:5E:6F,67.24,24.7,-53.03770021138433
2025-05-17T13:36:15.526611,1A:2B:3C:4D:5E:6F,67.24,14.7,-52.00544412412222
2025-05-17T13:36:22.910732,1A:2B:3C:4D:5E:6F,67.24,94.7,-60.193975417907566
2025-05-17T13:36:26.719079,1A:2B:3C:4D:5E:6F,67.24,14.7,-52.04497877918914
2025-05-17T13:36:58.553109,1A:2B:3C:4D:5E:6F,67.24,54.7,-56.447129276770255
2025-05-17T13:41:34.929155,1A:2B:3C:4D:5E:6F,67.24,34.7,-53.98852024516066
2025-05-17T13:41:42.503805,1A:2B:3C:4D:5E:6F,67.24,24.7,-52.833716927929046
2025-05-17T13:43:57.524972,1A:2B:3C:4D:5E:6F,67.24,54.7,-56.36311274654025
2025-05-17T13:44:03.859159,1A:2B:3C:4D:5E:6F,67.24,94.7,-60.010857665213265
2025-05-17T13:44:48.991602,1A:2B:3C:4D:5E:6F,67.24,994.7,-80.0064784649294
2025-05-17T13:46:58.070761,1A:2B:3C:4D:5E:6F,67.24,1994.7,-85.90454395311403
2025-05-17T13:46:59.188581,1A:2B:3C:4D:5E:6F,67.24,1994.7,-85.9982887275167
2025-05-17T13:47:06.180436,1A:2B:3C:4D:5E:6F,67.24,94.7,-60.3194330124969
2025-05-17T13:47:13.323081,1A:2B:3C:4D:5E:6F,67.24,14.7,-51.945791010513574
2025-05-17T13:47:17.647698,1A:2B:3C:4D:5E:6F,17.24,14.7,-45.622622135815064
2025-05-17T13:47:21.911932,1A:2B:3C:4D:5E:6F,17.24,24.7,-48.89232274166146
2025-05-17T13:47:28.621209,1A:2B:3C:4D:5E:6F,17.24,4.7,-42.756830098392385
